"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.109890167E0,-3.512378311E1,-2.624655151E1,-2.632864380E1,5.114449228E1
2.119837167E0,-3.524595261E1,-2.621359253E1,-2.666445923E1,5.138504641E1
2.129784167E0,-3.519729233E1,-2.651519775E1,-2.683511353E1,5.159484875E1
2.139731167E0,-3.525909805E1,-2.647163391E1,-2.634875488E1,5.136349172E1
2.149678167E0,-3.527649307E1,-2.624388123E1,-2.674658203E1,5.146408374E1
2.159625167E0,-3.532857132E1,-2.624772644E1,-2.680444336E1,5.153182782E1
2.169573167E0,-3.535600662E1,-2.637159729E1,-2.668200684E1,5.155034274E1
2.179520167E0,-3.518651199E1,-2.651463318E1,-2.673089600E1,5.153306899E1
2.189467167E0,-3.522286606E1,-2.647521973E1,-2.649279785E1,5.141454941E1
2.199414167E0,-3.519775772E1,-2.646340942E1,-2.645404053E1,5.137129984E1
2.209361167E0,-3.525891495E1,-2.646456909E1,-2.661270142E1,5.149563454E1
2.219308167E0,-3.514390945E1,-2.640928650E1,-2.645916748E1,5.130918367E1
2.229255167E0,-3.532658005E1,-2.651107788E1,-2.644293213E1,5.147847286E1
2.239202167E0,-3.523984146E1,-2.644282532E1,-2.648147583E1,5.140367690E1
2.249149167E0,-3.526351547E1,-2.631626892E1,-2.636660767E1,5.129580425E1
2.259096167E0,-3.527770615E1,-2.643598938E1,-2.637683105E1,5.137232039E1
2.269043167E0,-3.513808823E1,-2.652964783E1,-2.632015991E1,5.129579199E1
2.278990167E0,-3.522787094E1,-2.633682251E1,-2.634310913E1,5.126978164E1
2.288938167E0,-3.526884842E1,-2.644859314E1,-2.630487061E1,5.133581562E1
2.298885167E0,-3.511321640E1,-2.640892029E1,-2.635269165E1,5.123312790E1
2.308832167E0,-3.528281021E1,-2.642800903E1,-2.641394043E1,5.139078329E1
2.318779167E0,-3.511477280E1,-2.635446167E1,-2.622006226E1,5.113801505E1
2.328726167E0,-3.527122879E1,-2.656526184E1,-2.629421997E1,5.139220487E1
2.338673167E0,-3.523525620E1,-2.641894531E1,-2.630493164E1,5.129749876E1
2.348620167E0,-3.543980789E1,-2.638037109E1,-2.660766602E1,5.157394549E1
2.358567167E0,-3.519108200E1,-2.637701416E1,-2.647769165E1,5.133446487E1
2.368514167E0,-3.497891617E1,-2.642240906E1,-2.631909180E1,5.113084069E1
2.378461167E0,-3.514706039E1,-2.640197754E1,-2.622030640E1,5.118480966E1
2.388408167E0,-3.516682053E1,-2.647848511E1,-2.651116943E1,5.138732863E1
2.398355167E0,-3.528186417E1,-2.665097046E1,-2.638565063E1,5.149064696E1
2.408302167E0,-3.518570328E1,-2.660191345E1,-2.643887329E1,5.142673950E1
2.418250167E0,-3.522106552E1,-2.651249695E1,-2.622711182E1,5.129617281E1
2.428197167E0,-3.508794785E1,-2.625067139E1,-2.624447632E1,5.107870759E1
2.438144167E0,-3.524161148E1,-2.642567444E1,-2.631439209E1,5.131018106E1
2.448091167E0,-3.524229050E1,-2.646588135E1,-2.657110596E1,5.146343932E1
2.458038167E0,-3.520563126E1,-2.650692749E1,-2.638104248E1,5.136159148E1
2.467985167E0,-3.521144485E1,-2.642655945E1,-2.631381226E1,5.128962476E1
2.477932167E0,-3.518969345E1,-2.641970825E1,-2.654681396E1,5.139113582E1
2.487879167E0,-3.520357895E1,-2.642697144E1,-2.634637451E1,5.130115242E1
2.497826167E0,-3.521521378E1,-2.640313721E1,-2.643215942E1,5.134097766E1
2.507773167E0,-3.531061172E1,-2.641317749E1,-2.640838623E1,5.139939794E1
2.517720167E0,-3.528602219E1,-2.647760010E1,-2.658508301E1,5.150663362E1
2.527667167E0,-3.530522537E1,-2.647035217E1,-2.663058472E1,5.153956272E1
2.537614167E0,-3.511647415E1,-2.638972473E1,-2.640240479E1,5.125106152E1
2.547561167E0,-3.510868454E1,-2.644615173E1,-2.654913330E1,5.135051266E1
2.557509167E0,-3.517127609E1,-2.653251648E1,-2.673605347E1,5.153454810E1
2.567456167E0,-3.512485123E1,-2.641502380E1,-2.644793701E1,5.129329419E1
2.577403167E0,-3.514521408E1,-2.638978577E1,-2.662341309E1,5.138494906E1
2.587350167E0,-3.513274002E1,-2.643960571E1,-2.635357666E1,5.126278547E1
2.597297167E0,-3.507874680E1,-2.639666748E1,-2.653195190E1,5.129568211E1
2.607244167E0,-3.521520615E1,-2.645721436E1,-2.646420288E1,5.138529916E1
2.617191167E0,-3.516447830E1,-2.649952698E1,-2.637930298E1,5.132867707E1
2.627138167E0,-3.511588669E1,-2.644401550E1,-2.635043335E1,5.125189549E1
2.637085167E0,-3.505747604E1,-2.635769653E1,-2.630740356E1,5.114522730E1
2.647032167E0,-3.505747604E1,-2.635769653E1,-2.630740356E1,5.114522730E1
